Wall time,Step,Value
1736575690.4834914,10000,1200.82666015625
1736575748.8819778,20000,1199.1978759765625
1736575802.6628976,30000,1199.0240478515625
1736575856.1780643,40000,1200.037841796875
1736575928.1734643,50000,1200.038818359375
1736575984.0860047,60000,1199.7891845703125
1736576039.9627078,70000,1200.5264892578125
1736576087.9528394,80000,1201.5682373046875
1736576148.075693,90000,1200.7208251953125
1736576201.8765028,100000,1200.322998046875
1736576266.0631552,110000,1198.8790283203125
1736576322.962878,120000,1197.9012451171875
1736576373.9638212,130000,1197.9971923828125
1736576427.7092938,140000,1197.974609375
1736576489.4564583,150000,1197.974609375
1736576547.2146688,160000,1198.021728515625
1736576593.0235422,170000,1196.9818115234375
1736576654.342465,180000,1197.9691162109375
1736576713.9929316,190000,1196.7568359375
1736576778.0306897,200000,1195.0308837890625
1736576828.083442,210000,1195.797119140625
1736576900.5848286,220000,1195.49658203125
1736576956.4437804,230000,1195.4566650390625
1736577021.235556,240000,1195.2249755859375
1736577096.2567782,250000,1195.1605224609375
1736577156.8915436,260000,1194.34033203125
1736577202.7286894,270000,1194.0157470703125
1736577263.9415085,280000,1194.7855224609375
1736577318.9181862,290000,1195.58203125
1736577383.0843966,300000,1194.5733642578125
1736577430.0697172,310000,1192.7774658203125
1736577483.210652,320000,1193.5599365234375
1736577545.3346698,330000,1192.6585693359375
1736577598.7843292,340000,1191.639404296875
1736577661.6676424,350000,1194.1268310546875
1736577708.3597765,360000,1194.4510498046875
1736577766.5903134,370000,1196.3729248046875
1736577819.0885675,380000,1201.28271484375
1736577883.4073915,390000,1200.343994140625
1736577941.5168402,400000,1196.5084228515625
1736578000.397446,410000,1195.4012451171875
1736578051.1600442,420000,1196.07958984375
1736578108.548291,430000,1197.5836181640625
1736578166.2446926,440000,1198.8760986328125
1736578223.8599658,450000,1198.8760986328125
1736578272.37599,460000,1199.6112060546875
1736578327.1270747,470000,1199.8607177734375
1736578388.6124818,480000,1199.9755859375
1736578440.8084831,490000,1201.657958984375
1736578497.3264928,500000,1201.8109130859375
1736578553.9996805,510000,1202.43310546875
1736578618.3330784,520000,1202.49560546875
1736578666.2108142,530000,1203.092529296875
1736578723.965872,540000,1201.970458984375
1736578779.3962367,550000,1203.980712890625
1736578846.6585393,560000,1204.83935546875
1736578898.9212625,570000,1205.8623046875
1736578951.5157642,580000,1201.8258056640625
1736579004.8488536,590000,1201.037841796875
1736579071.9727907,600000,1200.6961669921875
1736579126.6045363,610000,1200.2110595703125
1736579183.5612662,620000,1197.44140625
1736579231.9958456,630000,1199.8023681640625
1736579291.8778484,640000,1203.3507080078125
1736579353.2954094,650000,1203.7037353515625
1736579398.8036537,660000,1201.371826171875
1736579460.3299193,670000,1202.22705078125
1736579520.521149,680000,1203.8046875
1736579576.7669663,690000,1203.051513671875
1736579629.9255273,700000,1203.2476806640625
1736579693.056921,710000,1204.623291015625
1736579738.8195753,720000,1204.74853515625
1736579797.9896686,730000,1203.77392578125
1736579849.5011566,740000,1203.5289306640625
1736579912.6977954,750000,1204.66064453125
1736579967.7239983,760000,1204.6180419921875
1736580031.1061473,770000,1204.498291015625
1736580077.197418,780000,1205.2938232421875
1736580138.922901,790000,1202.6505126953125
1736580194.2645767,800000,1200.91064453125
1736580249.9906645,810000,1203.67431640625
1736580311.8350713,820000,1203.4046630859375
1736580369.956202,830000,1203.4365234375
1736580418.4438784,840000,1203.337890625
1736580537.47324,860000,1202.37646484375
1736580586.679926,870000,1198.43017578125
1736580652.3387792,880000,1199.265625
1736580703.2570648,890000,1196.4879150390625
1736580760.4839852,900000,1195.0831298828125
1736580817.444889,910000,1192.4595947265625
1736580873.3234365,920000,1192.3851318359375
1736580932.0173051,930000,1192.748291015625
1736580987.1101995,940000,1192.916259765625
1736581037.1568604,950000,1193.5821533203125
1736581102.700895,960000,1192.013427734375
1736581150.4767106,970000,1193.02099609375
1736581212.1448438,980000,1193.4793701171875
1736581270.6037943,990000,1195.2783203125
1736581326.116302,1000000,1196.503173828125
1736581384.4998279,1010000,1196.327880859375
1736581442.8539114,1020000,1198.23486328125
1736581497.136083,1030000,1198.5330810546875
1736581546.8383417,1040000,1199.1627197265625
1736581611.4621947,1050000,1199.146728515625
1736581662.0415199,1060000,1197.9034423828125
1736581727.6137676,1070000,1198.3990478515625
1736581773.8898292,1080000,1200.3675537109375
1736581833.1239755,1090000,1202.7313232421875
1736581888.129978,1100000,1203.982666015625
1736581944.9276874,1110000,1207.1759033203125
1736581999.653884,1120000,1205.2037353515625
1736582060.145982,1130000,1204.0723876953125
1736582113.9020908,1140000,1202.3619384765625
1736582170.9110582,1150000,1201.810791015625
1736582222.7403944,1160000,1202.1270751953125
