Wall time,Step,Value
1736379049.7167075,10000,1201.2962646484375
1736379169.637435,20000,1200.9884033203125
1736379330.9044776,30000,1200.9371337890625
1736379437.765889,40000,1199.85498046875
1736379615.7185636,50000,1198.2974853515625
1736379716.287508,60000,1196.9952392578125
1736379879.9897146,70000,1195.0306396484375
1736379997.9918213,80000,1192.651611328125
1736380172.6433444,90000,1192.9725341796875
1736380272.8858938,100000,1193.333984375
1736380435.1719437,110000,1194.2247314453125
1736380535.9006982,120000,1193.672607421875
1736380710.8541338,130000,1194.2835693359375
1736380818.0295737,140000,1194.8988037109375
1736380921.4805412,150000,1195.390869140625
1736381098.9898252,160000,1194.4515380859375
1736381209.9196327,170000,1194.3203125
1736381387.378201,180000,1194.4403076171875
1736381490.9874036,190000,1194.8663330078125
1736381659.8605907,200000,1192.983154296875
1736381761.2825468,210000,1192.490234375
1736381940.500157,220000,1191.969482421875
1736382050.0500252,230000,1190.33447265625
1736382215.5873897,240000,1189.3507080078125
1736382326.4884455,250000,1190.7957763671875
1736382504.584381,260000,1190.9117431640625
1736382602.6686254,270000,1190.030029296875
1736382788.2924786,280000,1190.343994140625
1736382877.316257,290000,1189.6181640625
1736383068.7159789,300000,1190.4287109375
1736383163.9375033,310000,1190.970947265625
1736383262.5987651,320000,1189.4429931640625
1736383446.3759546,330000,1188.375244140625
1736383541.5473897,340000,1188.46923828125
1736383729.876671,350000,1189.848876953125
1736383833.453687,360000,1192.8743896484375
1736383991.377761,370000,1192.55126953125
1736384098.9573333,380000,1193.081298828125
1736384276.04568,390000,1192.8575439453125
1736384372.6964607,400000,1193.7216796875
1736384545.7331102,410000,1193.6856689453125
1736384647.1589956,420000,1197.154052734375
1736384822.378026,430000,1196.7196044921875
1736384928.3626437,440000,1198.4093017578125
1736385109.111223,450000,1199.090087890625
1736385206.759414,460000,1198.546142578125
1736385378.4818718,470000,1200.5472412109375
1736385476.4786627,480000,1201.1988525390625
1736385664.4043245,490000,1201.2274169921875
1736385751.882325,500000,1199.3519287109375
1736385868.6527603,510000,1199.964111328125
1736386029.3933418,520000,1198.66015625
1736386142.3834171,530000,1197.6748046875
1736386308.417904,540000,1196.31640625
1736386410.9223723,550000,1197.47705078125
1736386590.7508976,560000,1197.6849365234375
1736386701.6385431,570000,1198.223876953125
1736386873.0747297,580000,1199.47021484375
1736386963.1738896,590000,1199.7119140625
1736387145.5448022,600000,1198.550537109375
1736387246.0557842,610000,1198.3594970703125
1736387417.4131217,620000,1197.1165771484375
1736387521.1583226,630000,1198.594482421875
1736387705.2978337,640000,1199.0911865234375
1736387793.5547264,650000,1199.6025390625
1736387897.9793348,660000,1199.819091796875
1736388074.2715943,670000,1200.0482177734375
1736388191.8190868,680000,1198.173095703125
1736388351.3920546,690000,1195.4630126953125
1736388454.2133558,700000,1195.3607177734375
1736388634.943473,710000,1194.3780517578125
1736388731.7946038,720000,1193.6888427734375
1736388906.995968,730000,1194.192626953125
1736389018.0282166,740000,1194.3199462890625
1736389178.6292882,750000,1194.6307373046875
1736389283.2928498,760000,1199.2593994140625
1736389466.0230656,770000,1199.50830078125
1736389563.1584089,780000,1200.3778076171875
1736389748.532761,790000,1199.6409912109375
1736389843.0889769,800000,1198.2083740234375
1736390016.2446508,810000,1198.284912109375
1736390121.0929651,820000,1201.1533203125
1736390293.1985893,830000,1201.2247314453125
